,fix_time,fix_col,fix_line,fix_dur,pixel_x,pixel_y,left_pupil,right_pupil,which_file,AOI,function,entity,phase_number
0,1564495761257,20,267,137114600,492,405,-0.785714285714,-0.0957235714286,MineSweeperGui.java,3,MineSweeperGui.updateCheat,Method_Body,1
1,1564495761480,40,268,312663400,628,413,-0.888888888889,-0.503819444444,MineSweeperGui.java,3,MineSweeperGui.updateCheat,Method_Body,1
2,1564495761864,33,268,99915500,579,409,-0.875,-0.44727125,MineSweeperGui.java,3,MineSweeperGui.updateCheat,Method_Body,1
4,1564495762398,22,262,74977300,503,322,-0.75,0.03934375,MineSweeperGui.java,2,MineSweeperGui.updateCheat,Method_Body,1
5,1564495762489,23,261,632899800,507,308,-0.477409565217,-0.0225828985507,MineSweeperGui.java,2,MineSweeperGui.updateCheat,Method_Body,1
6,1564495763189,25,234,208297400,525,119,1.07580666667,0.0781216666667,MineSweeperGui.java,66,MineSweeperGui.updateMines,Method_Body,1
7,1564495763916,18,193,214734200,472,152,-0.604804444444,-0.511438888889,MineSweeperGui.java,85,MineSweeperGui.MineSweeperGui,Method_Body,1
8,1564495770372,20,22,99911000,479,227,0.0,-0.5240833333330001,Help.java,2,Help.ClassHeader,Member_Variable,1
9,1564495770564,13,8,399256100,440,148,0.0,-0.605721428571,Help.java,1,Help.Imports,NONE,1
10,1564495771222,19,32,100172900,478,315,-1.0,-1.0,Help.java,0,Help.load,Method_Body,1
12,1564495771538,22,30,652947700,500,318,-0.7317073170730001,0.110866585366,Help.java,0,Help.load,Method_Body,1
14,1564495772414,28,50,982325300,544,436,-0.7169811320749999,0.208020188679,Help.java,7,Help.difficultyHelp,Method_Body,1
15,1564495773464,29,68,73219000,551,513,-1.0,-1.0,Help.java,5,Help.RulesPanel.RulesPanel,Method_Body,1
16,1564495773587,29,68,341509100,549,508,-0.9565217391299998,-0.762463913043,Help.java,5,Help.RulesPanel.RulesPanel,Method_Body,1
17,1564495773990,19,68,123170000,482,509,-0.8571428571430001,-0.490772857143,Help.java,5,Help.RulesPanel.RulesPanel,Method_Body,1
18,1564495774287,43,22,75018000,651,117,-1.0,-0.5,Help.java,8,Help.ClassHeader,Member_Variable,1
20,1564495774812,11,7,258380600,429,131,-0.785714285714,-0.136352857143,Help.java,1,Help.Imports,NONE,1
22,1564495781340,15,10,671113600,455,177,-0.111111111111,-0.472695333333,MineGenerator.java,0,MineGenerator.ClassBody,Member_Variable,1
23,1564495782227,8,10,125004600,398,167,-1.0,-1.0,MineGenerator.java,0,MineGenerator.ClassBody,Member_Variable,1
24,1564495782444,7,10,124704300,397,169,-0.909090909091,-0.7272727272730001,MineGenerator.java,0,MineGenerator.ClassBody,Member_Variable,1
25,1564495782627,18,10,166268700,468,167,-1.0,-0.916666666667,MineGenerator.java,0,MineGenerator.ClassBody,Member_Variable,1
29,1564495784649,14,13,100552100,467,208,0.0,-1.0,MineGenerator.java,1,MineGenerator.ClassBody,NONE,1
30,1564495785136,16,10,64228300,476,174,-0.2,0.624238,MineGenerator.java,0,MineGenerator.ClassBody,Member_Variable,1
35,1564495788229,15,13,128646800,474,211,0.0,0.613074,MineGenerator.java,1,MineGenerator.ClassBody,NONE,1
37,1564495789037,5,10,129147300,380,170,-0.7,-0.626616,MineGenerator.java,0,MineGenerator.ClassBody,Member_Variable,1
38,1564495789195,16,10,732752900,456,168,-0.974358974359,-0.567198974359,MineGenerator.java,0,MineGenerator.ClassBody,Member_Variable,1
39,1564495790043,18,12,97704100,486,191,-0.5,-0.045198333333300006,MineGenerator.java,1,MineGenerator.ClassBody,Method_Signature,1
40,1564495793265,15,13,75003600,467,215,0.0,0.405711428571,MineGenerator.java,1,MineGenerator.ClassBody,NONE,1
42,1564495794005,7,10,254370500,394,176,-0.723224,-0.3608288,MineGenerator.java,0,MineGenerator.ClassBody,Member_Variable,1
44,1564495794758,8,9,78046400,401,170,-0.476383333333,-0.010712222222200002,MineGenerator.java,0,MineGenerator.ClassBody,Class_Signature,1
46,1564495795427,18,13,322822100,486,211,-0.114251,0.7445069999999999,MineGenerator.java,1,MineGenerator.ClassBody,NONE,1
49,1564495796364,15,13,810899300,471,213,-0.43232125,0.029697,MineGenerator.java,1,MineGenerator.ClassBody,NONE,1
50,1564495798022,16,13,500041300,478,217,1.0773975,-0.5,MineGenerator.java,1,MineGenerator.ClassBody,NONE,1
51,1564495798559,16,10,192384800,453,165,-1.0,-1.0,MineGenerator.java,0,MineGenerator.ClassBody,Member_Variable,1
52,1564495799467,14,13,491127700,464,216,-0.102564102564,-0.370002820513,MineGenerator.java,1,MineGenerator.ClassBody,NONE,1
54,1564495806267,13,23,78186900,464,233,0.0,-1.0,MineSweeperBoard.java,6,MineSweeperBoard.RandomComment,Comment,1
55,1564495806431,21,23,111938300,516,227,0.0,-0.147552,MineSweeperBoard.java,6,MineSweeperBoard.RandomComment,Comment,1
